id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_758,125,239,109,368,424,104,215,168,106,82,123,245,205,264,124
sample_759,125,236,113,372,424,107,210,159,112,86,121,236,209,268,122
sample_760,125,245,101,368,428,104,215,168,112,84,125,233,213,268,124
sample_761,127,236,105,362,426,101,215,164,106,82,125,239,209,272,124
sample_762,125,239,109,372,426,104,210,168,100,78,129,239,213,261,124
sample_763,125,245,105,368,426,104,210,164,109,82,129,245,213,272,122
sample_764,127,239,109,370,424,101,215,159,100,80,127,239,205,261,124
sample_765,127,242,105,364,426,104,210,164,109,80,125,245,209,272,122
sample_766,125,236,105,372,428,104,210,159,106,84,127,245,213,272,122
sample_767,121,236,113,366,424,110,215,172,109,80,123,236,209,268,122
sample_768,119,236,105,361,422,110,210,176,97,82,119,245,201,270,122
sample_769,127,245,105,364,428,101,215,164,109,84,127,245,205,262,124
sample_770,125,233,101,372,428,104,210,164,109,82,129,245,213,262,122
sample_771,125,242,105,364,428,101,210,164,109,82,129,239,213,272,122
sample_772,123,242,105,372,424,107,210,172,106,86,121,233,209,268,124
sample_773,123,239,113,372,424,107,210,172,97,86,119,239,209,268,122
sample_774,129,233,109,372,428,104,215,164,106,82,123,239,205,261,124
sample_775,127,239,105,368,428,104,210,172,106,82,127,242,209,272,122
sample_776,125,239,109,370,428,104,215,168,100,82,129,242,205,261,124
sample_777,127,239,109,368,428,107,215,164,109,82,127,242,205,266,122
sample_778,127,239,101,364,428,104,210,164,112,82,127,242,209,272,122
sample_779,125,233,105,370,424,101,210,172,103,78,129,236,213,261,122
sample_780,127,239,101,368,426,107,210,164,112,80,127,245,205,264,122
sample_781,127,242,109,370,426,98,215,172,106,78,125,239,205,261,124
sample_782,127,239,109,372,424,104,210,172,100,80,125,239,209,261,124
sample_783,127,233,109,372,424,101,210,164,106,86,119,236,209,268,124
sample_784,123,239,109,370,422,101,215,164,106,80,125,239,205,261,124
sample_785,125,239,113,370,426,101,215,172,97,82,127,239,205,261,124
sample_786,121,245,109,370,428,107,215,164,100,78,125,239,213,264,124
sample_787,125,239,105,372,424,98,210,164,100,82,123,239,213,268,124
sample_788,121,236,105,366,424,101,215,172,97,84,125,239,213,268,124
sample_789,127,233,109,364,428,98,210,164,109,82,129,242,209,272,122
sample_790,129,245,105,364,424,110,210,172,109,82,129,239,213,270,124
sample_791,123,242,105,372,424,101,210,172,97,78,125,245,205,261,124
sample_792,125,239,105,368,428,98,215,168,106,82,127,245,205,261,124
sample_793,125,239,109,370,428,104,210,164,100,78,125,239,205,264,122
sample_794,119,239,105,372,424,104,210,172,109,84,123,233,209,268,124
sample_795,127,233,109,366,428,104,215,164,100,84,129,245,209,264,124
sample_796,125,242,101,362,426,98,215,168,109,82,127,245,213,272,124
sample_797,125,245,101,372,424,104,210,159,109,82,125,245,213,272,122
sample_798,121,233,105,362,422,110,210,176,97,82,119,245,205,270,124
sample_799,121,242,113,372,424,107,215,168,106,84,119,239,209,268,124
sample_800,121,233,105,362,422,107,210,176,97,84,119,245,201,270,124
sample_801,127,236,105,372,424,104,210,172,97,84,121,239,213,270,124
sample_802,127,239,105,370,428,107,215,168,106,80,125,239,209,261,124
sample_803,121,233,101,368,424,107,210,172,100,82,125,239,209,268,124
sample_804,123,236,105,372,424,107,215,172,109,86,119,236,209,268,122
sample_805,121,242,113,372,424,101,215,172,106,86,119,239,209,268,124
sample_806,119,239,105,372,424,107,210,172,100,82,125,236,209,266,122
sample_807,127,242,105,364,428,110,210,164,109,82,127,245,213,270,124
sample_808,119,233,105,361,422,110,210,172,97,84,121,245,201,272,124
sample_809,121,236,105,361,422,110,210,172,97,84,119,245,201,270,122
sample_810,129,239,113,372,424,104,210,168,106,86,121,239,213,268,122
sample_811,121,236,105,372,424,98,210,159,100,86,125,239,213,268,124
sample_812,121,239,105,372,424,107,210,172,106,80,121,233,209,268,124
sample_813,125,245,101,372,428,104,210,164,106,80,129,236,213,268,122
sample_814,119,236,105,372,424,107,210,172,106,86,123,242,209,270,124
sample_815,123,236,105,372,424,107,210,172,106,86,119,236,213,268,122
sample_816,125,239,113,372,426,98,215,172,100,78,125,239,213,264,124
sample_817,123,239,109,372,424,110,210,159,106,82,125,239,209,268,124
sample_818,121,236,105,372,424,104,210,159,106,84,125,236,209,268,124
sample_819,129,233,105,372,426,104,215,164,100,80,125,239,205,261,122
sample_820,125,245,109,370,428,107,210,159,106,84,127,236,213,264,122
sample_821,129,233,105,364,428,104,210,164,109,84,129,242,213,272,122
sample_822,119,239,105,370,422,101,215,168,106,82,121,236,209,268,124
sample_823,127,233,101,372,428,104,210,164,97,80,129,242,213,272,122
sample_824,127,245,109,364,428,110,215,164,100,80,129,236,205,272,124
sample_825,127,239,105,372,428,104,210,168,103,80,123,233,209,261,124
sample_826,125,236,109,372,422,107,210,176,103,84,121,236,209,270,124
sample_827,123,236,105,372,424,107,210,172,109,86,123,233,213,270,124
sample_828,125,233,105,364,426,104,210,164,109,80,129,236,213,264,122
sample_829,125,245,109,372,422,107,215,172,106,80,127,236,205,262,124
sample_830,125,239,109,372,426,104,215,172,97,82,129,239,209,262,124
sample_831,127,242,105,362,428,107,210,164,109,84,129,245,205,266,124
sample_832,127,239,105,364,428,98,215,164,112,82,129,245,209,272,122
sample_833,127,242,101,364,428,107,210,164,109,80,125,245,209,264,122
sample_834,125,233,109,372,424,104,210,164,97,86,123,233,209,270,124
sample_835,125,239,105,372,422,104,210,164,106,80,129,233,209,261,124
sample_836,119,236,105,366,424,104,210,172,103,82,123,236,209,268,124
sample_837,119,236,113,372,424,107,210,159,109,86,125,236,209,270,124
sample_838,121,239,105,372,426,101,215,172,100,78,125,239,209,261,124
sample_839,121,233,109,361,422,110,210,176,97,84,119,245,201,270,122
sample_840,129,239,105,370,428,98,210,164,103,80,125,242,209,264,122
sample_841,125,239,105,372,426,101,210,164,106,80,123,239,205,262,124
sample_842,121,233,105,372,424,110,210,172,103,86,125,236,213,266,124
sample_843,127,239,105,372,426,98,215,164,109,82,129,236,213,272,124
sample_844,127,233,109,368,424,104,215,164,100,78,129,239,205,264,122
sample_845,123,242,113,370,428,104,215,168,100,80,125,239,205,261,124
sample_846,129,239,105,370,428,101,215,172,106,78,129,239,209,262,122
sample_847,119,233,105,361,422,110,210,176,97,82,119,245,205,270,124
sample_848,127,236,101,364,428,104,210,172,109,82,125,236,209,272,122
sample_849,121,239,113,372,424,107,215,176,106,86,121,242,213,270,124
sample_850,121,236,105,372,424,107,210,172,112,86,123,233,209,270,124
sample_851,121,233,105,361,422,110,210,172,97,84,119,245,201,270,124
sample_852,125,233,109,372,426,101,215,164,106,78,125,239,209,264,124
sample_853,125,239,109,370,426,104,215,159,106,80,127,239,209,261,122
sample_854,125,239,109,372,424,101,215,168,100,78,127,239,209,262,124
sample_855,127,242,105,364,428,104,215,164,109,80,125,245,209,270,122
sample_856,127,239,109,372,426,101,215,172,103,80,123,239,205,261,124
sample_857,129,239,109,372,422,101,215,172,106,78,127,239,205,264,124
sample_858,125,233,105,368,426,104,215,168,97,78,125,239,209,261,124
sample_859,123,239,101,372,424,104,210,172,106,84,121,239,213,268,122
sample_860,129,236,105,364,428,104,215,172,106,82,127,242,213,270,124
sample_861,123,236,105,368,424,98,210,172,106,82,119,242,209,270,124
sample_862,127,245,101,364,426,104,210,164,109,82,129,245,213,268,122
sample_863,123,236,105,372,424,107,210,164,97,84,125,236,213,268,124
sample_864,129,239,105,370,426,98,215,176,100,78,125,239,205,261,124
sample_865,121,239,105,366,424,107,210,172,97,82,119,236,209,268,124
sample_866,119,239,105,372,424,104,215,164,106,82,121,239,209,268,122
sample_867,125,239,105,372,424,104,210,172,106,80,123,239,213,261,124
sample_868,119,233,109,361,422,110,210,176,100,84,119,245,205,270,124
sample_869,123,239,113,370,424,107,210,159,106,86,121,236,209,268,124
sample_870,127,245,101,364,428,104,210,164,106,80,129,245,205,272,122
sample_871,125,245,105,364,428,101,215,164,106,84,129,245,209,270,122
sample_872,127,245,101,364,428,110,210,172,109,82,127,242,213,266,122
sample_873,127,236,101,368,426,107,215,164,112,82,127,245,213,272,122
sample_874,125,239,105,372,426,110,210,164,109,82,127,242,209,272,124
sample_875,119,233,105,361,422,107,210,176,103,84,119,245,201,270,124
sample_876,129,236,113,372,424,104,210,172,97,86,121,236,209,270,124
sample_877,129,242,105,372,424,104,215,172,112,82,123,236,209,268,122
sample_878,121,239,113,368,424,104,215,164,106,82,123,236,209,270,124
sample_879,121,239,109,372,424,104,210,164,97,78,129,239,209,264,124
sample_880,121,236,105,372,422,107,215,172,109,80,119,236,209,268,122
sample_881,119,233,105,361,422,110,210,176,97,84,119,242,201,272,124
sample_882,129,245,109,362,428,98,210,164,109,82,125,245,213,272,124
sample_883,129,242,109,362,428,104,210,159,109,82,125,245,213,272,122
sample_884,119,236,105,372,424,107,215,172,106,86,125,242,209,268,124
sample_885,125,236,105,370,428,104,215,164,103,78,125,239,205,261,124
sample_886,125,239,109,372,422,98,215,164,106,80,129,239,209,262,124
sample_887,123,233,105,372,428,101,215,172,97,78,129,236,205,262,124
sample_888,119,233,105,361,422,110,210,176,97,82,119,242,201,270,124
sample_889,123,242,109,372,424,107,210,159,97,86,125,233,209,268,124
sample_890,123,239,109,372,422,107,210,172,100,86,119,242,213,268,124
sample_891,127,236,109,372,422,101,215,168,97,82,125,239,209,262,124
sample_892,129,236,105,364,428,104,215,164,106,82,125,245,213,262,122
sample_893,127,242,101,364,428,104,210,168,109,82,125,245,213,272,122
sample_894,125,239,109,372,428,104,215,172,103,78,125,239,209,261,124
sample_895,127,242,101,362,428,98,210,168,109,82,125,245,205,262,122
sample_896,125,233,109,372,428,104,210,164,109,80,129,242,213,270,122
sample_897,125,239,105,372,428,101,215,168,100,80,127,236,213,261,124
sample_898,127,236,105,364,424,107,215,168,109,82,129,236,213,272,122
sample_899,125,239,109,372,424,101,215,172,97,80,123,236,209,261,122
sample_900,125,236,101,370,424,98,215,172,109,80,121,236,209,268,124
sample_901,129,239,105,370,422,104,210,168,97,80,125,239,209,261,124
sample_902,125,239,105,370,422,101,215,168,103,80,127,239,213,261,124
sample_903,123,233,105,370,424,104,210,172,106,86,121,239,209,268,124
sample_904,125,233,101,364,428,107,210,164,106,82,125,245,205,262,122
sample_905,127,236,105,370,424,101,215,168,97,78,125,239,205,262,124
sample_906,119,239,105,372,424,101,210,168,106,86,125,236,209,266,122
sample_907,125,233,109,372,424,104,215,164,106,80,127,233,209,262,124
sample_908,127,242,101,362,426,98,210,164,112,82,127,233,209,262,122
sample_909,129,239,109,370,422,104,215,164,97,80,125,245,209,261,124
sample_910,129,242,101,364,426,101,210,164,109,82,125,236,213,270,122
sample_911,127,239,105,370,428,104,215,176,106,82,125,239,213,261,124
sample_912,121,233,101,372,424,107,215,172,106,86,123,236,209,268,122
sample_913,129,245,105,370,428,107,210,164,109,82,129,233,209,268,122
sample_914,125,245,105,372,424,104,210,164,109,82,127,245,205,264,122
sample_915,119,242,105,366,424,104,210,176,106,86,123,233,213,268,124
sample_916,123,239,109,372,424,104,210,172,109,86,129,233,209,268,124
sample_917,121,239,105,372,426,104,215,164,106,78,129,233,209,261,124
sample_918,123,236,105,372,424,104,215,172,109,84,123,233,209,268,124
sample_919,123,239,109,372,424,101,215,172,103,78,123,245,205,264,124
sample_920,125,239,109,370,424,98,215,164,106,78,127,239,205,262,124
sample_921,125,242,105,372,422,104,210,172,109,86,125,233,209,268,122
sample_922,127,236,105,370,424,104,210,164,97,84,125,236,209,268,124
sample_923,125,245,105,370,428,98,210,164,109,82,125,242,205,264,122
sample_924,121,242,105,366,424,104,210,168,109,86,121,239,209,266,124
sample_925,121,233,113,372,424,104,215,172,112,84,127,233,213,268,124
sample_926,127,242,105,370,428,107,210,164,109,82,127,245,213,262,122
sample_927,125,236,105,362,428,107,210,164,109,80,125,245,213,270,122
sample_928,127,233,109,372,428,98,215,176,100,78,127,239,209,261,124
sample_929,121,233,105,372,424,98,210,172,106,80,121,239,209,268,122
sample_930,125,242,101,370,428,104,210,164,109,82,125,239,213,266,122
sample_931,125,236,101,362,428,107,210,164,109,82,127,242,209,272,124
sample_932,129,239,109,372,426,104,215,159,103,78,127,239,209,262,124
sample_933,119,233,105,361,422,110,210,176,97,82,119,245,201,272,124
sample_934,121,239,109,372,428,107,215,168,106,78,125,239,213,264,124
sample_935,121,236,109,361,422,110,210,176,97,82,119,245,201,270,124
sample_936,123,239,105,372,424,98,210,164,109,84,119,236,209,268,124
sample_937,119,236,105,361,422,110,210,172,97,84,119,245,201,270,122
sample_938,123,239,109,372,424,104,215,172,106,84,121,239,209,268,124
sample_939,129,239,109,366,428,107,210,164,109,80,129,242,205,268,122
sample_940,119,233,105,362,422,107,210,176,103,82,119,245,201,270,124
sample_941,129,245,109,364,428,107,210,172,109,82,125,245,213,272,124
sample_942,121,233,105,362,422,110,210,176,100,84,119,245,205,270,124
sample_943,125,239,105,370,426,101,215,176,103,82,125,239,209,261,124
sample_944,119,233,105,362,422,110,210,176,97,82,119,245,201,270,122
sample_945,123,233,105,372,424,107,215,172,100,80,125,236,209,268,124
sample_946,121,233,105,370,428,101,215,164,106,80,125,239,209,261,124
sample_947,121,239,105,372,428,101,215,168,100,80,127,239,213,261,124
sample_948,121,236,109,372,424,107,210,176,109,84,125,236,213,266,122
sample_949,121,239,113,372,426,101,215,176,97,82,129,242,205,261,124
sample_950,125,245,105,364,426,107,210,168,112,82,125,236,213,272,124
sample_951,121,239,109,370,428,107,215,159,100,78,127,239,213,262,122
sample_952,129,239,105,372,424,98,215,172,97,80,119,239,209,268,124
sample_953,129,239,101,362,428,107,215,164,106,80,129,245,213,262,122
sample_954,129,236,113,372,424,101,210,172,100,82,129,236,209,268,124
sample_955,127,239,105,372,424,104,215,172,103,84,123,239,213,268,122
sample_956,119,233,105,361,422,110,210,172,100,84,119,245,201,270,122
sample_957,127,239,109,372,428,104,210,168,103,82,125,236,205,262,124
sample_958,119,236,109,372,424,110,215,172,106,86,125,239,209,268,124
sample_959,127,236,105,372,422,101,215,172,100,80,125,239,209,264,124
sample_960,129,233,101,368,428,98,210,164,109,80,127,236,213,264,124
sample_961,125,242,105,364,428,110,215,159,112,82,127,245,213,272,122
sample_962,119,233,105,362,422,110,210,176,97,84,119,245,201,272,124
sample_963,123,242,101,366,424,107,215,172,106,80,125,233,213,268,124
sample_964,129,245,105,372,424,101,215,168,103,80,127,245,209,262,122
sample_965,123,239,109,372,424,98,210,172,106,80,123,236,213,268,124
sample_966,121,236,105,361,422,110,210,176,103,84,119,242,205,270,124
sample_967,129,239,113,372,428,104,215,164,106,80,127,245,205,261,124
sample_968,121,239,105,366,424,107,215,172,106,86,123,242,213,266,124
sample_969,119,239,105,366,424,107,210,172,106,84,125,233,209,270,122
sample_970,121,239,113,372,424,101,210,164,109,82,121,239,209,268,122
sample_971,129,245,105,372,428,104,210,164,100,84,125,242,209,268,122
sample_972,123,236,105,372,424,104,215,172,109,86,123,233,209,268,124
sample_973,121,242,109,370,424,104,215,159,112,86,125,236,213,268,124
sample_974,125,236,105,372,422,104,215,176,109,82,119,236,209,268,124
sample_975,125,239,113,370,426,101,215,172,106,78,129,239,209,261,124
sample_976,123,239,113,372,424,104,210,168,109,80,125,233,209,268,122
sample_977,119,236,101,372,424,104,210,172,106,86,125,236,209,268,124
sample_978,127,239,109,368,428,101,215,168,106,78,125,239,209,261,122
sample_979,129,242,101,364,428,98,210,164,109,82,129,233,213,268,124
sample_980,129,239,105,364,424,107,210,164,109,80,129,236,213,272,122
sample_981,123,239,105,366,424,104,210,168,109,84,121,233,209,268,124
sample_982,129,239,109,370,426,101,215,176,106,80,127,239,209,261,124
sample_983,129,239,105,370,424,101,215,172,103,80,127,239,205,261,122
sample_984,125,239,105,372,424,98,210,164,106,84,121,233,213,268,122
sample_985,119,233,105,361,422,110,210,176,100,84,119,245,201,272,124
sample_986,125,245,105,370,428,107,210,164,109,80,129,245,209,272,122
sample_987,123,236,105,372,424,104,215,172,100,86,125,236,209,270,124
sample_988,125,236,105,372,426,101,210,168,100,78,129,233,209,261,124
sample_989,119,236,105,372,424,107,210,176,100,86,123,236,213,268,122
sample_990,129,242,105,364,428,107,210,172,100,80,129,245,213,270,124
sample_991,127,242,113,368,424,104,210,168,109,84,125,236,209,268,124
sample_992,125,233,109,372,422,104,210,168,100,80,125,239,205,261,124
sample_993,125,233,105,372,424,101,210,159,106,78,123,245,205,262,124
sample_994,125,239,105,370,424,104,215,168,103,78,125,233,205,262,122
sample_995,127,242,109,364,428,104,215,164,106,82,127,239,213,272,122
sample_996,129,236,101,372,428,107,210,164,109,82,129,245,213,268,122
sample_997,121,236,105,372,424,104,210,159,97,82,125,233,209,268,124
sample_998,125,233,105,370,424,104,215,164,109,80,123,242,209,268,124
sample_999,125,239,109,368,424,107,210,168,109,82,125,233,209,268,124
sample_1000,129,245,109,372,428,104,215,164,106,82,127,233,213,264,122
sample_1001,119,236,113,368,424,104,210,159,100,86,129,239,209,268,124
sample_1002,121,233,105,361,422,107,210,176,97,84,119,245,201,270,122
sample_1003,123,239,105,370,424,107,210,172,106,86,119,239,209,268,124
sample_1004,127,239,105,372,428,104,210,168,112,82,125,245,209,264,122
sample_1005,127,239,105,372,422,104,215,168,106,78,125,239,209,262,124
sample_1006,119,239,105,372,424,107,210,159,106,86,125,239,209,266,124
sample_1007,127,239,105,368,428,107,210,164,106,82,129,245,213,272,122
sample_1008,125,239,105,370,426,107,215,164,100,80,127,242,205,264,122
sample_1009,125,239,105,368,428,101,215,159,106,80,123,233,213,262,122
sample_1010,125,239,105,372,422,101,215,159,100,78,125,242,205,264,124
sample_1011,119,233,105,362,422,110,210,176,100,84,119,245,201,270,124
sample_1012,123,239,109,368,424,101,210,168,100,78,125,236,209,264,124
sample_1013,127,245,105,364,428,104,210,164,106,82,125,236,213,264,122
sample_1014,127,245,105,370,428,104,210,164,109,84,129,245,209,272,124
sample_1015,123,236,105,372,424,104,215,164,103,86,123,233,209,266,122
sample_1016,127,239,105,370,428,104,215,168,100,82,129,239,209,262,124
sample_1017,125,242,105,368,428,110,215,164,109,82,129,239,209,272,124
sample_1018,119,233,109,368,424,107,210,164,97,84,123,236,209,268,124
sample_1019,125,245,105,364,428,104,215,164,109,80,125,245,213,262,122
sample_1020,127,242,105,372,424,98,210,172,103,80,121,236,209,268,124
sample_1021,125,239,105,372,428,104,215,172,106,80,125,239,205,261,122
sample_1022,125,239,109,372,424,101,215,168,100,78,129,239,209,261,124
sample_1023,129,233,109,364,428,107,215,164,106,82,127,242,205,268,122
sample_1024,121,236,113,372,422,104,215,172,112,86,123,236,213,268,124
sample_1025,125,242,105,370,428,101,210,168,100,80,125,239,209,261,124
sample_1026,125,239,105,372,428,101,215,176,103,80,127,233,205,261,124
sample_1027,125,239,105,372,428,107,215,168,100,78,129,242,205,261,124
sample_1028,129,245,109,362,428,110,210,172,100,80,125,233,213,262,122
sample_1029,119,233,105,372,424,104,210,172,106,82,125,239,213,268,124
sample_1030,123,236,113,372,424,104,215,164,97,86,123,236,209,266,124
sample_1031,129,239,105,364,428,104,210,172,109,82,125,236,213,264,122
sample_1032,129,242,101,366,428,110,210,164,109,82,125,245,209,272,122
sample_1033,119,236,105,372,424,101,210,164,109,86,123,239,209,268,122
sample_1034,127,239,105,370,428,104,215,168,100,80,127,233,205,261,124
sample_1035,119,233,105,361,422,110,210,176,97,84,121,245,201,270,122
sample_1036,129,239,109,372,422,101,215,159,103,78,129,239,213,262,124
sample_1037,127,242,101,364,428,110,210,172,109,82,127,245,213,272,122
sample_1038,127,239,105,370,422,101,215,164,106,82,129,239,209,261,124
sample_1039,121,239,105,370,424,104,215,168,100,82,125,236,209,261,124
sample_1040,127,245,109,368,426,107,210,164,106,82,125,239,209,272,122
sample_1041,119,239,101,366,424,107,215,172,103,80,121,242,209,266,124
sample_1042,127,239,113,370,424,101,215,168,97,80,127,239,209,261,122
sample_1043,127,236,101,372,424,107,210,172,109,86,125,236,213,268,122
sample_1044,125,233,105,368,426,101,210,172,100,82,125,239,209,264,124
sample_1045,127,245,105,370,428,107,210,164,106,82,127,245,213,272,122
sample_1046,125,239,105,370,422,101,215,164,106,80,129,239,209,261,122
sample_1047,121,236,105,372,424,107,210,164,100,84,125,236,209,268,122
sample_1048,129,236,105,372,424,107,215,168,112,86,123,239,209,268,122
sample_1049,127,239,105,370,424,104,210,164,112,84,123,239,209,268,122
sample_1050,125,239,105,370,428,104,215,168,103,78,129,239,209,264,124
sample_1051,125,239,109,372,422,107,210,168,106,84,123,236,213,268,122
sample_1052,125,233,101,372,422,107,210,168,106,86,129,242,209,268,122
sample_1053,125,245,113,368,428,107,215,164,106,82,127,239,205,261,124
sample_1054,129,245,109,368,424,107,210,164,109,82,127,239,213,262,124
sample_1055,123,233,105,372,422,107,210,176,103,86,125,236,209,270,124
sample_1056,123,239,105,370,422,104,210,168,100,82,125,233,209,262,124
sample_1057,125,245,105,364,428,107,210,172,103,82,125,242,213,266,122
sample_1058,123,239,109,372,422,104,215,176,106,82,127,236,213,264,124
sample_1059,121,233,105,361,422,110,210,176,97,84,121,245,201,272,124
sample_1060,119,233,109,361,422,110,210,176,97,84,119,245,205,270,124
sample_1061,123,233,105,366,422,107,210,176,109,82,119,236,209,268,124
sample_1062,121,236,105,372,424,104,210,176,112,82,125,239,209,268,124
sample_1063,125,233,109,364,428,110,210,164,109,82,129,236,205,268,122
sample_1064,121,239,105,370,422,107,210,159,106,80,123,233,209,268,124
sample_1065,125,236,101,372,422,101,210,164,97,86,121,239,209,266,124
sample_1066,127,245,105,364,428,110,210,164,112,82,125,245,213,266,122
sample_1067,125,245,101,364,426,107,210,164,109,82,125,245,209,266,124
sample_1068,127,242,105,364,428,110,210,172,97,80,127,236,209,268,122
sample_1069,123,242,105,372,424,107,210,172,100,84,125,239,209,268,124
sample_1070,121,236,113,372,424,104,210,172,106,80,121,242,209,268,122
sample_1071,127,242,101,368,428,107,210,164,109,84,127,242,213,268,122
sample_1072,129,239,109,370,426,104,215,164,97,78,125,239,205,262,124
sample_1073,119,233,105,361,422,107,210,176,103,84,121,245,201,270,124
sample_1074,127,239,113,372,426,104,215,168,100,80,125,233,205,262,124
sample_1075,127,242,105,362,426,104,210,164,109,82,127,245,209,266,122
sample_1076,127,236,105,368,424,107,215,159,106,86,125,239,209,268,122
sample_1077,125,239,105,368,424,101,215,164,103,78,129,236,213,261,124
sample_1078,125,236,109,370,424,98,215,168,100,80,127,239,205,261,124
sample_1079,127,245,105,364,428,104,210,164,106,80,129,242,213,272,122
sample_1080,127,233,109,372,428,107,210,168,97,78,127,239,209,261,124
sample_1081,119,233,109,362,422,110,210,176,97,84,119,245,201,270,124
sample_1082,121,242,109,372,424,107,210,164,106,86,127,236,209,268,124
sample_1083,119,236,105,366,424,107,210,172,112,86,123,236,213,268,124
sample_1084,123,239,105,372,422,101,210,164,103,80,125,233,205,261,122
sample_1085,125,236,105,372,424,101,210,172,106,80,121,236,209,268,122
sample_1086,129,239,109,372,426,104,215,168,106,78,125,239,205,262,124
sample_1087,121,233,105,361,422,110,210,176,103,84,119,242,201,270,124
sample_1088,129,239,113,372,428,101,215,164,100,78,125,239,205,264,124
sample_1089,129,242,105,364,428,110,210,164,97,82,127,233,213,266,122
sample_1090,127,239,105,364,428,110,210,164,109,82,125,245,213,272,122
sample_1091,121,239,105,370,426,101,215,172,106,78,127,239,209,264,124
sample_1092,123,236,109,372,424,98,215,168,103,84,125,242,213,268,124
sample_1093,125,239,109,370,424,101,210,164,100,82,129,242,213,272,122
sample_1094,121,233,105,362,422,110,210,176,100,84,119,245,201,270,122
sample_1095,127,245,105,372,428,104,210,168,109,82,127,245,213,266,122
sample_1096,125,245,101,372,428,107,210,164,103,80,125,245,209,272,122
sample_1097,125,239,105,368,426,104,215,168,103,82,125,239,205,264,124
sample_1098,125,239,105,372,426,98,215,164,106,78,129,239,205,261,124
sample_1099,129,236,109,372,424,107,210,164,103,82,123,239,209,266,124
sample_1100,127,236,105,364,426,107,210,164,109,82,127,242,213,264,122
sample_1101,119,233,113,372,424,107,210,164,103,82,123,242,209,268,122
sample_1102,127,233,105,364,426,101,210,159,112,80,125,242,213,268,122
sample_1103,125,239,105,372,428,101,215,172,100,78,127,239,209,264,124
sample_1104,129,245,105,364,428,107,210,164,109,82,125,245,213,272,124
sample_1105,127,233,105,364,428,110,215,164,109,80,129,233,213,262,122
sample_1106,129,236,105,372,424,104,215,168,100,78,129,239,209,264,124
sample_1107,123,239,109,372,422,107,215,168,103,80,125,239,209,262,124
sample_1108,123,239,113,370,426,101,215,159,106,82,125,233,205,261,124
sample_1109,125,236,105,366,424,104,215,172,112,84,121,233,213,268,124
sample_1110,119,233,105,362,422,110,210,176,97,82,119,245,201,270,124
sample_1111,121,242,101,372,424,104,210,172,106,84,125,239,209,268,124
sample_1112,127,245,109,368,428,110,210,172,109,82,127,245,213,268,122
sample_1113,125,242,101,372,428,104,210,164,103,80,125,245,209,272,122
sample_1114,125,239,109,372,426,101,215,168,100,78,127,239,205,264,124
sample_1115,125,239,105,370,422,101,215,176,100,80,125,239,209,264,124
sample_1116,127,242,101,364,428,104,210,164,109,82,127,242,213,264,122
sample_1117,119,233,105,372,424,98,210,172,112,86,125,233,209,266,122
sample_1118,125,245,101,364,428,107,215,164,106,82,125,236,213,270,124
sample_1119,119,236,101,372,424,101,215,172,109,80,123,233,209,268,124
sample_1120,129,236,101,370,428,110,210,164,103,82,129,233,213,272,122
sample_1121,123,239,105,370,426,101,215,172,106,80,125,239,213,262,122
sample_1122,119,233,105,361,422,107,210,176,100,84,119,245,205,270,124
sample_1123,121,239,105,372,424,107,210,172,106,86,125,233,209,268,124
sample_1124,121,233,105,361,422,107,210,176,97,84,119,245,201,270,124
sample_1125,123,236,101,372,424,107,215,172,109,84,119,236,209,268,124
sample_1126,121,233,109,372,424,104,215,168,106,86,121,236,209,268,124
sample_1127,127,242,105,368,428,104,210,159,109,82,125,245,213,272,122
sample_1128,127,242,101,362,424,107,210,164,109,82,127,239,213,272,122
sample_1129,119,239,109,366,424,98,215,159,100,84,123,239,209,266,124
sample_1130,127,239,113,372,422,101,215,168,103,80,129,239,209,262,124
sample_1131,119,233,105,361,422,110,210,172,97,82,119,245,201,272,124
sample_1132,125,242,101,366,428,104,210,164,106,80,129,236,213,272,124
sample_1133,127,239,113,366,424,110,210,164,106,80,121,239,213,268,124
sample_1134,125,245,101,366,428,104,210,164,103,82,127,242,209,272,124
sample_1135,119,236,105,372,424,107,210,172,97,86,121,239,209,268,124
sample_1136,119,233,105,372,424,98,210,159,100,86,127,239,209,266,124
sample_1137,125,245,105,372,422,104,215,172,100,80,127,239,213,261,124
sample_1138,125,236,105,372,424,101,215,172,109,84,121,236,209,268,124
sample_1139,123,236,113,370,424,107,210,176,97,80,121,236,209,268,124
sample_1140,125,239,105,370,424,101,215,164,103,80,127,239,213,261,124
sample_1141,125,239,109,372,428,107,215,176,97,78,125,236,209,261,124
sample_1142,129,239,105,370,428,107,215,172,103,78,127,239,209,262,122
sample_1143,121,233,105,361,422,110,210,176,97,82,119,245,201,270,122
sample_1144,129,242,109,364,428,104,215,164,109,82,127,242,213,272,122
sample_1145,127,245,101,372,428,104,210,159,109,84,129,239,213,268,122
sample_1146,127,242,105,366,424,104,215,164,109,80,129,245,213,270,124
sample_1147,129,239,105,370,422,104,215,172,97,78,127,242,205,261,122
sample_1148,119,233,105,361,422,110,210,176,97,84,119,245,201,270,122
sample_1149,119,242,105,366,422,104,215,168,106,84,121,233,213,268,124
sample_1150,127,236,105,370,428,104,215,159,97,80,125,239,205,261,124
