id,breed_1,breed_2,breed_3,breed_4
sample_666,0.25,0.25,0.25,0.25
sample_667,0.25,0.25,0.25,0.25
sample_668,0.25,0.25,0.25,0.25
sample_669,0.25,0.25,0.25,0.25
sample_670,0.25,0.25,0.25,0.25
sample_671,0.25,0.25,0.25,0.25
sample_672,0.25,0.25,0.25,0.25
sample_673,0.25,0.25,0.25,0.25
sample_674,0.25,0.25,0.25,0.25
sample_675,0.25,0.25,0.25,0.25
sample_676,0.25,0.25,0.25,0.25
sample_677,0.25,0.25,0.25,0.25
sample_678,0.25,0.25,0.25,0.25
sample_679,0.25,0.25,0.25,0.25
sample_680,0.25,0.25,0.25,0.25
sample_681,0.25,0.25,0.25,0.25
sample_682,0.25,0.25,0.25,0.25
sample_683,0.25,0.25,0.25,0.25
sample_684,0.25,0.25,0.25,0.25
sample_685,0.25,0.25,0.25,0.25
sample_686,0.25,0.25,0.25,0.25
sample_687,0.25,0.25,0.25,0.25
sample_688,0.25,0.25,0.25,0.25
sample_689,0.25,0.25,0.25,0.25
sample_690,0.25,0.25,0.25,0.25
sample_691,0.25,0.25,0.25,0.25
sample_692,0.25,0.25,0.25,0.25
sample_693,0.25,0.25,0.25,0.25
sample_694,0.25,0.25,0.25,0.25
sample_695,0.25,0.25,0.25,0.25
sample_696,0.25,0.25,0.25,0.25
sample_697,0.25,0.25,0.25,0.25
sample_698,0.25,0.25,0.25,0.25
sample_699,0.25,0.25,0.25,0.25
sample_700,0.25,0.25,0.25,0.25
sample_701,0.25,0.25,0.25,0.25
sample_702,0.25,0.25,0.25,0.25
sample_703,0.25,0.25,0.25,0.25
sample_704,0.25,0.25,0.25,0.25
sample_705,0.25,0.25,0.25,0.25
sample_706,0.25,0.25,0.25,0.25
sample_707,0.25,0.25,0.25,0.25
sample_708,0.25,0.25,0.25,0.25
sample_709,0.25,0.25,0.25,0.25
sample_710,0.25,0.25,0.25,0.25
sample_711,0.25,0.25,0.25,0.25
sample_712,0.25,0.25,0.25,0.25
sample_713,0.25,0.25,0.25,0.25
sample_714,0.25,0.25,0.25,0.25
sample_715,0.25,0.25,0.25,0.25
sample_716,0.25,0.25,0.25,0.25
sample_717,0.25,0.25,0.25,0.25
sample_718,0.25,0.25,0.25,0.25
sample_719,0.25,0.25,0.25,0.25
sample_720,0.25,0.25,0.25,0.25
sample_721,0.25,0.25,0.25,0.25
sample_722,0.25,0.25,0.25,0.25
sample_723,0.25,0.25,0.25,0.25
sample_724,0.25,0.25,0.25,0.25
sample_725,0.25,0.25,0.25,0.25
sample_726,0.25,0.25,0.25,0.25
sample_727,0.25,0.25,0.25,0.25
sample_728,0.25,0.25,0.25,0.25
sample_729,0.25,0.25,0.25,0.25
sample_730,0.25,0.25,0.25,0.25
sample_731,0.25,0.25,0.25,0.25
sample_732,0.25,0.25,0.25,0.25
sample_733,0.25,0.25,0.25,0.25
sample_734,0.25,0.25,0.25,0.25
sample_735,0.25,0.25,0.25,0.25
sample_736,0.25,0.25,0.25,0.25
sample_737,0.25,0.25,0.25,0.25
sample_738,0.25,0.25,0.25,0.25
sample_739,0.25,0.25,0.25,0.25
sample_740,0.25,0.25,0.25,0.25
sample_741,0.25,0.25,0.25,0.25
sample_742,0.25,0.25,0.25,0.25
sample_743,0.25,0.25,0.25,0.25
sample_744,0.25,0.25,0.25,0.25
sample_745,0.25,0.25,0.25,0.25
sample_746,0.25,0.25,0.25,0.25
sample_747,0.25,0.25,0.25,0.25
sample_748,0.25,0.25,0.25,0.25
sample_749,0.25,0.25,0.25,0.25
sample_750,0.25,0.25,0.25,0.25
sample_751,0.25,0.25,0.25,0.25
sample_752,0.25,0.25,0.25,0.25
sample_753,0.25,0.25,0.25,0.25
sample_754,0.25,0.25,0.25,0.25
sample_755,0.25,0.25,0.25,0.25
sample_756,0.25,0.25,0.25,0.25
sample_757,0.25,0.25,0.25,0.25
sample_758,0.25,0.25,0.25,0.25
sample_759,0.25,0.25,0.25,0.25
sample_760,0.25,0.25,0.25,0.25
sample_761,0.25,0.25,0.25,0.25
sample_762,0.25,0.25,0.25,0.25
sample_763,0.25,0.25,0.25,0.25
sample_764,0.25,0.25,0.25,0.25
sample_765,0.25,0.25,0.25,0.25
sample_766,0.25,0.25,0.25,0.25
sample_767,0.25,0.25,0.25,0.25
sample_768,0.25,0.25,0.25,0.25
sample_769,0.25,0.25,0.25,0.25
sample_770,0.25,0.25,0.25,0.25
sample_771,0.25,0.25,0.25,0.25
sample_772,0.25,0.25,0.25,0.25
sample_773,0.25,0.25,0.25,0.25
sample_774,0.25,0.25,0.25,0.25
sample_775,0.25,0.25,0.25,0.25
sample_776,0.25,0.25,0.25,0.25
sample_777,0.25,0.25,0.25,0.25
sample_778,0.25,0.25,0.25,0.25
sample_779,0.25,0.25,0.25,0.25
sample_780,0.25,0.25,0.25,0.25
sample_781,0.25,0.25,0.25,0.25
sample_782,0.25,0.25,0.25,0.25
sample_783,0.25,0.25,0.25,0.25
sample_784,0.25,0.25,0.25,0.25
sample_785,0.25,0.25,0.25,0.25
sample_786,0.25,0.25,0.25,0.25
sample_787,0.25,0.25,0.25,0.25
sample_788,0.25,0.25,0.25,0.25
sample_789,0.25,0.25,0.25,0.25
sample_790,0.25,0.25,0.25,0.25
sample_791,0.25,0.25,0.25,0.25
sample_792,0.25,0.25,0.25,0.25
sample_793,0.25,0.25,0.25,0.25
sample_794,0.25,0.25,0.25,0.25
sample_795,0.25,0.25,0.25,0.25
sample_796,0.25,0.25,0.25,0.25
sample_797,0.25,0.25,0.25,0.25
sample_798,0.25,0.25,0.25,0.25
sample_799,0.25,0.25,0.25,0.25
sample_800,0.25,0.25,0.25,0.25
sample_801,0.25,0.25,0.25,0.25
sample_802,0.25,0.25,0.25,0.25
sample_803,0.25,0.25,0.25,0.25
sample_804,0.25,0.25,0.25,0.25
sample_805,0.25,0.25,0.25,0.25
sample_806,0.25,0.25,0.25,0.25
sample_807,0.25,0.25,0.25,0.25
sample_808,0.25,0.25,0.25,0.25
sample_809,0.25,0.25,0.25,0.25
sample_810,0.25,0.25,0.25,0.25
sample_811,0.25,0.25,0.25,0.25
sample_812,0.25,0.25,0.25,0.25
sample_813,0.25,0.25,0.25,0.25
sample_814,0.25,0.25,0.25,0.25
sample_815,0.25,0.25,0.25,0.25
sample_816,0.25,0.25,0.25,0.25
sample_817,0.25,0.25,0.25,0.25
sample_818,0.25,0.25,0.25,0.25
sample_819,0.25,0.25,0.25,0.25
sample_820,0.25,0.25,0.25,0.25
sample_821,0.25,0.25,0.25,0.25
sample_822,0.25,0.25,0.25,0.25
sample_823,0.25,0.25,0.25,0.25
sample_824,0.25,0.25,0.25,0.25
sample_825,0.25,0.25,0.25,0.25
sample_826,0.25,0.25,0.25,0.25
sample_827,0.25,0.25,0.25,0.25
sample_828,0.25,0.25,0.25,0.25
sample_829,0.25,0.25,0.25,0.25
sample_830,0.25,0.25,0.25,0.25
sample_831,0.25,0.25,0.25,0.25
sample_832,0.25,0.25,0.25,0.25
sample_833,0.25,0.25,0.25,0.25
sample_834,0.25,0.25,0.25,0.25
sample_835,0.25,0.25,0.25,0.25
sample_836,0.25,0.25,0.25,0.25
sample_837,0.25,0.25,0.25,0.25
sample_838,0.25,0.25,0.25,0.25
sample_839,0.25,0.25,0.25,0.25
sample_840,0.25,0.25,0.25,0.25
sample_841,0.25,0.25,0.25,0.25
sample_842,0.25,0.25,0.25,0.25
sample_843,0.25,0.25,0.25,0.25
sample_844,0.25,0.25,0.25,0.25
sample_845,0.25,0.25,0.25,0.25
sample_846,0.25,0.25,0.25,0.25
sample_847,0.25,0.25,0.25,0.25
sample_848,0.25,0.25,0.25,0.25
sample_849,0.25,0.25,0.25,0.25
sample_850,0.25,0.25,0.25,0.25
sample_851,0.25,0.25,0.25,0.25
sample_852,0.25,0.25,0.25,0.25
sample_853,0.25,0.25,0.25,0.25
sample_854,0.25,0.25,0.25,0.25
sample_855,0.25,0.25,0.25,0.25
sample_856,0.25,0.25,0.25,0.25
sample_857,0.25,0.25,0.25,0.25
sample_858,0.25,0.25,0.25,0.25
sample_859,0.25,0.25,0.25,0.25
sample_860,0.25,0.25,0.25,0.25
sample_861,0.25,0.25,0.25,0.25
sample_862,0.25,0.25,0.25,0.25
sample_863,0.25,0.25,0.25,0.25
sample_864,0.25,0.25,0.25,0.25
sample_865,0.25,0.25,0.25,0.25
sample_866,0.25,0.25,0.25,0.25
sample_867,0.25,0.25,0.25,0.25
sample_868,0.25,0.25,0.25,0.25
sample_869,0.25,0.25,0.25,0.25
sample_870,0.25,0.25,0.25,0.25
sample_871,0.25,0.25,0.25,0.25
sample_872,0.25,0.25,0.25,0.25
sample_873,0.25,0.25,0.25,0.25
sample_874,0.25,0.25,0.25,0.25
sample_875,0.25,0.25,0.25,0.25
sample_876,0.25,0.25,0.25,0.25
sample_877,0.25,0.25,0.25,0.25
sample_878,0.25,0.25,0.25,0.25
sample_879,0.25,0.25,0.25,0.25
sample_880,0.25,0.25,0.25,0.25
sample_881,0.25,0.25,0.25,0.25
sample_882,0.25,0.25,0.25,0.25
sample_883,0.25,0.25,0.25,0.25
sample_884,0.25,0.25,0.25,0.25
sample_885,0.25,0.25,0.25,0.25
sample_886,0.25,0.25,0.25,0.25
sample_887,0.25,0.25,0.25,0.25
sample_888,0.25,0.25,0.25,0.25
sample_889,0.25,0.25,0.25,0.25
sample_890,0.25,0.25,0.25,0.25
sample_891,0.25,0.25,0.25,0.25
sample_892,0.25,0.25,0.25,0.25
sample_893,0.25,0.25,0.25,0.25
sample_894,0.25,0.25,0.25,0.25
sample_895,0.25,0.25,0.25,0.25
sample_896,0.25,0.25,0.25,0.25
sample_897,0.25,0.25,0.25,0.25
sample_898,0.25,0.25,0.25,0.25
sample_899,0.25,0.25,0.25,0.25
sample_900,0.25,0.25,0.25,0.25
sample_901,0.25,0.25,0.25,0.25
sample_902,0.25,0.25,0.25,0.25
sample_903,0.25,0.25,0.25,0.25
sample_904,0.25,0.25,0.25,0.25
sample_905,0.25,0.25,0.25,0.25
sample_906,0.25,0.25,0.25,0.25
sample_907,0.25,0.25,0.25,0.25
sample_908,0.25,0.25,0.25,0.25
sample_909,0.25,0.25,0.25,0.25
sample_910,0.25,0.25,0.25,0.25
sample_911,0.25,0.25,0.25,0.25
sample_912,0.25,0.25,0.25,0.25
sample_913,0.25,0.25,0.25,0.25
sample_914,0.25,0.25,0.25,0.25
sample_915,0.25,0.25,0.25,0.25
sample_916,0.25,0.25,0.25,0.25
sample_917,0.25,0.25,0.25,0.25
sample_918,0.25,0.25,0.25,0.25
sample_919,0.25,0.25,0.25,0.25
sample_920,0.25,0.25,0.25,0.25
sample_921,0.25,0.25,0.25,0.25
sample_922,0.25,0.25,0.25,0.25
sample_923,0.25,0.25,0.25,0.25
sample_924,0.25,0.25,0.25,0.25
sample_925,0.25,0.25,0.25,0.25
sample_926,0.25,0.25,0.25,0.25
sample_927,0.25,0.25,0.25,0.25
sample_928,0.25,0.25,0.25,0.25
sample_929,0.25,0.25,0.25,0.25
sample_930,0.25,0.25,0.25,0.25
sample_931,0.25,0.25,0.25,0.25
sample_932,0.25,0.25,0.25,0.25
sample_933,0.25,0.25,0.25,0.25
sample_934,0.25,0.25,0.25,0.25
sample_935,0.25,0.25,0.25,0.25
sample_936,0.25,0.25,0.25,0.25
sample_937,0.25,0.25,0.25,0.25
sample_938,0.25,0.25,0.25,0.25
sample_939,0.25,0.25,0.25,0.25
sample_940,0.25,0.25,0.25,0.25
sample_941,0.25,0.25,0.25,0.25
sample_942,0.25,0.25,0.25,0.25
sample_943,0.25,0.25,0.25,0.25
sample_944,0.25,0.25,0.25,0.25
sample_945,0.25,0.25,0.25,0.25
sample_946,0.25,0.25,0.25,0.25
sample_947,0.25,0.25,0.25,0.25
sample_948,0.25,0.25,0.25,0.25
sample_949,0.25,0.25,0.25,0.25
sample_950,0.25,0.25,0.25,0.25
sample_951,0.25,0.25,0.25,0.25
sample_952,0.25,0.25,0.25,0.25
sample_953,0.25,0.25,0.25,0.25
sample_954,0.25,0.25,0.25,0.25
sample_955,0.25,0.25,0.25,0.25
sample_956,0.25,0.25,0.25,0.25
sample_957,0.25,0.25,0.25,0.25
sample_958,0.25,0.25,0.25,0.25
sample_959,0.25,0.25,0.25,0.25
sample_960,0.25,0.25,0.25,0.25
sample_961,0.25,0.25,0.25,0.25
sample_962,0.25,0.25,0.25,0.25
sample_963,0.25,0.25,0.25,0.25
sample_964,0.25,0.25,0.25,0.25
sample_965,0.25,0.25,0.25,0.25
sample_966,0.25,0.25,0.25,0.25
sample_967,0.25,0.25,0.25,0.25
sample_968,0.25,0.25,0.25,0.25
sample_969,0.25,0.25,0.25,0.25
sample_970,0.25,0.25,0.25,0.25
sample_971,0.25,0.25,0.25,0.25
sample_972,0.25,0.25,0.25,0.25
sample_973,0.25,0.25,0.25,0.25
sample_974,0.25,0.25,0.25,0.25
sample_975,0.25,0.25,0.25,0.25
sample_976,0.25,0.25,0.25,0.25
sample_977,0.25,0.25,0.25,0.25
sample_978,0.25,0.25,0.25,0.25
sample_979,0.25,0.25,0.25,0.25
sample_980,0.25,0.25,0.25,0.25
sample_981,0.25,0.25,0.25,0.25
sample_982,0.25,0.25,0.25,0.25
sample_983,0.25,0.25,0.25,0.25
sample_984,0.25,0.25,0.25,0.25
sample_985,0.25,0.25,0.25,0.25
sample_986,0.25,0.25,0.25,0.25
sample_987,0.25,0.25,0.25,0.25
sample_988,0.25,0.25,0.25,0.25
sample_989,0.25,0.25,0.25,0.25
sample_990,0.25,0.25,0.25,0.25
sample_991,0.25,0.25,0.25,0.25
sample_992,0.25,0.25,0.25,0.25
sample_993,0.25,0.25,0.25,0.25
sample_994,0.25,0.25,0.25,0.25
sample_995,0.25,0.25,0.25,0.25
sample_996,0.25,0.25,0.25,0.25
sample_997,0.25,0.25,0.25,0.25
sample_998,0.25,0.25,0.25,0.25
sample_999,0.25,0.25,0.25,0.25
sample_1000,0.25,0.25,0.25,0.25
sample_1001,0.25,0.25,0.25,0.25
sample_1002,0.25,0.25,0.25,0.25
sample_1003,0.25,0.25,0.25,0.25
sample_1004,0.25,0.25,0.25,0.25
sample_1005,0.25,0.25,0.25,0.25
sample_1006,0.25,0.25,0.25,0.25
sample_1007,0.25,0.25,0.25,0.25
sample_1008,0.25,0.25,0.25,0.25
sample_1009,0.25,0.25,0.25,0.25
sample_1010,0.25,0.25,0.25,0.25
sample_1011,0.25,0.25,0.25,0.25
sample_1012,0.25,0.25,0.25,0.25
sample_1013,0.25,0.25,0.25,0.25
sample_1014,0.25,0.25,0.25,0.25
sample_1015,0.25,0.25,0.25,0.25
sample_1016,0.25,0.25,0.25,0.25
sample_1017,0.25,0.25,0.25,0.25
sample_1018,0.25,0.25,0.25,0.25
sample_1019,0.25,0.25,0.25,0.25
sample_1020,0.25,0.25,0.25,0.25
sample_1021,0.25,0.25,0.25,0.25
sample_1022,0.25,0.25,0.25,0.25
sample_1023,0.25,0.25,0.25,0.25
sample_1024,0.25,0.25,0.25,0.25
sample_1025,0.25,0.25,0.25,0.25
sample_1026,0.25,0.25,0.25,0.25
sample_1027,0.25,0.25,0.25,0.25
sample_1028,0.25,0.25,0.25,0.25
sample_1029,0.25,0.25,0.25,0.25
sample_1030,0.25,0.25,0.25,0.25
sample_1031,0.25,0.25,0.25,0.25
sample_1032,0.25,0.25,0.25,0.25
sample_1033,0.25,0.25,0.25,0.25
sample_1034,0.25,0.25,0.25,0.25
sample_1035,0.25,0.25,0.25,0.25
sample_1036,0.25,0.25,0.25,0.25
sample_1037,0.25,0.25,0.25,0.25
sample_1038,0.25,0.25,0.25,0.25
sample_1039,0.25,0.25,0.25,0.25
sample_1040,0.25,0.25,0.25,0.25
sample_1041,0.25,0.25,0.25,0.25
sample_1042,0.25,0.25,0.25,0.25
sample_1043,0.25,0.25,0.25,0.25
sample_1044,0.25,0.25,0.25,0.25
sample_1045,0.25,0.25,0.25,0.25
sample_1046,0.25,0.25,0.25,0.25
sample_1047,0.25,0.25,0.25,0.25
sample_1048,0.25,0.25,0.25,0.25
sample_1049,0.25,0.25,0.25,0.25
sample_1050,0.25,0.25,0.25,0.25
sample_1051,0.25,0.25,0.25,0.25
sample_1052,0.25,0.25,0.25,0.25
sample_1053,0.25,0.25,0.25,0.25
sample_1054,0.25,0.25,0.25,0.25
sample_1055,0.25,0.25,0.25,0.25
sample_1056,0.25,0.25,0.25,0.25
sample_1057,0.25,0.25,0.25,0.25
sample_1058,0.25,0.25,0.25,0.25
sample_1059,0.25,0.25,0.25,0.25
sample_1060,0.25,0.25,0.25,0.25
sample_1061,0.25,0.25,0.25,0.25
sample_1062,0.25,0.25,0.25,0.25
sample_1063,0.25,0.25,0.25,0.25
sample_1064,0.25,0.25,0.25,0.25
sample_1065,0.25,0.25,0.25,0.25
sample_1066,0.25,0.25,0.25,0.25
sample_1067,0.25,0.25,0.25,0.25
sample_1068,0.25,0.25,0.25,0.25
sample_1069,0.25,0.25,0.25,0.25
sample_1070,0.25,0.25,0.25,0.25
sample_1071,0.25,0.25,0.25,0.25
sample_1072,0.25,0.25,0.25,0.25
sample_1073,0.25,0.25,0.25,0.25
sample_1074,0.25,0.25,0.25,0.25
sample_1075,0.25,0.25,0.25,0.25
sample_1076,0.25,0.25,0.25,0.25
sample_1077,0.25,0.25,0.25,0.25
sample_1078,0.25,0.25,0.25,0.25
sample_1079,0.25,0.25,0.25,0.25
sample_1080,0.25,0.25,0.25,0.25
sample_1081,0.25,0.25,0.25,0.25
sample_1082,0.25,0.25,0.25,0.25
sample_1083,0.25,0.25,0.25,0.25
sample_1084,0.25,0.25,0.25,0.25
sample_1085,0.25,0.25,0.25,0.25
sample_1086,0.25,0.25,0.25,0.25
sample_1087,0.25,0.25,0.25,0.25
sample_1088,0.25,0.25,0.25,0.25
sample_1089,0.25,0.25,0.25,0.25
sample_1090,0.25,0.25,0.25,0.25
sample_1091,0.25,0.25,0.25,0.25
sample_1092,0.25,0.25,0.25,0.25
sample_1093,0.25,0.25,0.25,0.25
sample_1094,0.25,0.25,0.25,0.25
sample_1095,0.25,0.25,0.25,0.25
sample_1096,0.25,0.25,0.25,0.25
sample_1097,0.25,0.25,0.25,0.25
sample_1098,0.25,0.25,0.25,0.25
sample_1099,0.25,0.25,0.25,0.25
sample_1100,0.25,0.25,0.25,0.25
sample_1101,0.25,0.25,0.25,0.25
sample_1102,0.25,0.25,0.25,0.25
sample_1103,0.25,0.25,0.25,0.25
sample_1104,0.25,0.25,0.25,0.25
sample_1105,0.25,0.25,0.25,0.25
sample_1106,0.25,0.25,0.25,0.25
sample_1107,0.25,0.25,0.25,0.25
sample_1108,0.25,0.25,0.25,0.25
sample_1109,0.25,0.25,0.25,0.25
sample_1110,0.25,0.25,0.25,0.25
sample_1111,0.25,0.25,0.25,0.25
sample_1112,0.25,0.25,0.25,0.25
sample_1113,0.25,0.25,0.25,0.25
sample_1114,0.25,0.25,0.25,0.25
sample_1115,0.25,0.25,0.25,0.25
sample_1116,0.25,0.25,0.25,0.25
sample_1117,0.25,0.25,0.25,0.25
sample_1118,0.25,0.25,0.25,0.25
sample_1119,0.25,0.25,0.25,0.25
sample_1120,0.25,0.25,0.25,0.25
sample_1121,0.25,0.25,0.25,0.25
sample_1122,0.25,0.25,0.25,0.25
sample_1123,0.25,0.25,0.25,0.25
sample_1124,0.25,0.25,0.25,0.25
sample_1125,0.25,0.25,0.25,0.25
sample_1126,0.25,0.25,0.25,0.25
sample_1127,0.25,0.25,0.25,0.25
sample_1128,0.25,0.25,0.25,0.25
sample_1129,0.25,0.25,0.25,0.25
sample_1130,0.25,0.25,0.25,0.25
sample_1131,0.25,0.25,0.25,0.25
sample_1132,0.25,0.25,0.25,0.25
sample_1133,0.25,0.25,0.25,0.25
sample_1134,0.25,0.25,0.25,0.25
sample_1135,0.25,0.25,0.25,0.25
sample_1136,0.25,0.25,0.25,0.25
sample_1137,0.25,0.25,0.25,0.25
sample_1138,0.25,0.25,0.25,0.25
sample_1139,0.25,0.25,0.25,0.25
sample_1140,0.25,0.25,0.25,0.25
sample_1141,0.25,0.25,0.25,0.25
sample_1142,0.25,0.25,0.25,0.25
sample_1143,0.25,0.25,0.25,0.25
sample_1144,0.25,0.25,0.25,0.25
sample_1145,0.25,0.25,0.25,0.25
sample_1146,0.25,0.25,0.25,0.25
sample_1147,0.25,0.25,0.25,0.25
sample_1148,0.25,0.25,0.25,0.25
sample_1149,0.25,0.25,0.25,0.25
sample_1150,0.25,0.25,0.25,0.25
sample_1151,0.25,0.25,0.25,0.25
sample_1152,0.25,0.25,0.25,0.25
sample_1153,0.25,0.25,0.25,0.25
sample_1154,0.25,0.25,0.25,0.25
sample_1155,0.25,0.25,0.25,0.25
sample_1156,0.25,0.25,0.25,0.25
sample_1157,0.25,0.25,0.25,0.25
sample_1158,0.25,0.25,0.25,0.25
sample_1159,0.25,0.25,0.25,0.25
sample_1160,0.25,0.25,0.25,0.25
sample_1161,0.25,0.25,0.25,0.25
sample_1162,0.25,0.25,0.25,0.25
sample_1163,0.25,0.25,0.25,0.25
sample_1164,0.25,0.25,0.25,0.25
sample_1165,0.25,0.25,0.25,0.25
sample_1166,0.25,0.25,0.25,0.25
sample_1167,0.25,0.25,0.25,0.25
sample_1168,0.25,0.25,0.25,0.25
sample_1169,0.25,0.25,0.25,0.25
sample_1170,0.25,0.25,0.25,0.25
sample_1171,0.25,0.25,0.25,0.25
sample_1172,0.25,0.25,0.25,0.25
sample_1173,0.25,0.25,0.25,0.25
sample_1174,0.25,0.25,0.25,0.25
sample_1175,0.25,0.25,0.25,0.25
sample_1176,0.25,0.25,0.25,0.25
sample_1177,0.25,0.25,0.25,0.25
sample_1178,0.25,0.25,0.25,0.25
sample_1179,0.25,0.25,0.25,0.25
sample_1180,0.25,0.25,0.25,0.25
sample_1181,0.25,0.25,0.25,0.25
sample_1182,0.25,0.25,0.25,0.25
sample_1183,0.25,0.25,0.25,0.25
sample_1184,0.25,0.25,0.25,0.25
sample_1185,0.25,0.25,0.25,0.25
sample_1186,0.25,0.25,0.25,0.25
sample_1187,0.25,0.25,0.25,0.25
sample_1188,0.25,0.25,0.25,0.25
sample_1189,0.25,0.25,0.25,0.25
sample_1190,0.25,0.25,0.25,0.25
sample_1191,0.25,0.25,0.25,0.25
sample_1192,0.25,0.25,0.25,0.25
sample_1193,0.25,0.25,0.25,0.25
sample_1194,0.25,0.25,0.25,0.25
sample_1195,0.25,0.25,0.25,0.25
sample_1196,0.25,0.25,0.25,0.25
sample_1197,0.25,0.25,0.25,0.25
sample_1198,0.25,0.25,0.25,0.25
sample_1199,0.25,0.25,0.25,0.25
sample_1200,0.25,0.25,0.25,0.25
sample_1201,0.25,0.25,0.25,0.25
sample_1202,0.25,0.25,0.25,0.25
sample_1203,0.25,0.25,0.25,0.25
sample_1204,0.25,0.25,0.25,0.25
sample_1205,0.25,0.25,0.25,0.25
sample_1206,0.25,0.25,0.25,0.25
sample_1207,0.25,0.25,0.25,0.25
sample_1208,0.25,0.25,0.25,0.25
sample_1209,0.25,0.25,0.25,0.25
sample_1210,0.25,0.25,0.25,0.25
sample_1211,0.25,0.25,0.25,0.25
sample_1212,0.25,0.25,0.25,0.25
sample_1213,0.25,0.25,0.25,0.25
sample_1214,0.25,0.25,0.25,0.25
sample_1215,0.25,0.25,0.25,0.25
sample_1216,0.25,0.25,0.25,0.25
sample_1217,0.25,0.25,0.25,0.25
sample_1218,0.25,0.25,0.25,0.25
sample_1219,0.25,0.25,0.25,0.25
sample_1220,0.25,0.25,0.25,0.25
sample_1221,0.25,0.25,0.25,0.25
sample_1222,0.25,0.25,0.25,0.25
sample_1223,0.25,0.25,0.25,0.25
sample_1224,0.25,0.25,0.25,0.25
sample_1225,0.25,0.25,0.25,0.25
sample_1226,0.25,0.25,0.25,0.25
sample_1227,0.25,0.25,0.25,0.25
sample_1228,0.25,0.25,0.25,0.25
sample_1229,0.25,0.25,0.25,0.25
sample_1230,0.25,0.25,0.25,0.25
sample_1231,0.25,0.25,0.25,0.25
sample_1232,0.25,0.25,0.25,0.25
sample_1233,0.25,0.25,0.25,0.25
sample_1234,0.25,0.25,0.25,0.25
sample_1235,0.25,0.25,0.25,0.25
sample_1236,0.25,0.25,0.25,0.25
sample_1237,0.25,0.25,0.25,0.25
sample_1238,0.25,0.25,0.25,0.25
sample_1239,0.25,0.25,0.25,0.25
sample_1240,0.25,0.25,0.25,0.25
sample_1241,0.25,0.25,0.25,0.25
sample_1242,0.25,0.25,0.25,0.25
sample_1243,0.25,0.25,0.25,0.25
sample_1244,0.25,0.25,0.25,0.25
sample_1245,0.25,0.25,0.25,0.25
sample_1246,0.25,0.25,0.25,0.25
sample_1247,0.25,0.25,0.25,0.25
sample_1248,0.25,0.25,0.25,0.25
sample_1249,0.25,0.25,0.25,0.25
sample_1250,0.25,0.25,0.25,0.25
sample_1251,0.25,0.25,0.25,0.25
sample_1252,0.25,0.25,0.25,0.25
sample_1253,0.25,0.25,0.25,0.25
sample_1254,0.25,0.25,0.25,0.25
sample_1255,0.25,0.25,0.25,0.25
sample_1256,0.25,0.25,0.25,0.25
sample_1257,0.25,0.25,0.25,0.25
sample_1258,0.25,0.25,0.25,0.25
sample_1259,0.25,0.25,0.25,0.25
sample_1260,0.25,0.25,0.25,0.25
sample_1261,0.25,0.25,0.25,0.25
sample_1262,0.25,0.25,0.25,0.25
sample_1263,0.25,0.25,0.25,0.25
sample_1264,0.25,0.25,0.25,0.25
sample_1265,0.25,0.25,0.25,0.25
sample_1266,0.25,0.25,0.25,0.25
sample_1267,0.25,0.25,0.25,0.25
sample_1268,0.25,0.25,0.25,0.25
sample_1269,0.25,0.25,0.25,0.25
sample_1270,0.25,0.25,0.25,0.25
sample_1271,0.25,0.25,0.25,0.25
sample_1272,0.25,0.25,0.25,0.25
sample_1273,0.25,0.25,0.25,0.25
sample_1274,0.25,0.25,0.25,0.25
sample_1275,0.25,0.25,0.25,0.25
sample_1276,0.25,0.25,0.25,0.25
sample_1277,0.25,0.25,0.25,0.25
sample_1278,0.25,0.25,0.25,0.25
sample_1279,0.25,0.25,0.25,0.25
sample_1280,0.25,0.25,0.25,0.25
sample_1281,0.25,0.25,0.25,0.25
sample_1282,0.25,0.25,0.25,0.25
sample_1283,0.25,0.25,0.25,0.25
sample_1284,0.25,0.25,0.25,0.25
sample_1285,0.25,0.25,0.25,0.25
sample_1286,0.25,0.25,0.25,0.25
sample_1287,0.25,0.25,0.25,0.25
sample_1288,0.25,0.25,0.25,0.25
sample_1289,0.25,0.25,0.25,0.25
sample_1290,0.25,0.25,0.25,0.25
sample_1291,0.25,0.25,0.25,0.25
sample_1292,0.25,0.25,0.25,0.25
sample_1293,0.25,0.25,0.25,0.25
sample_1294,0.25,0.25,0.25,0.25
sample_1295,0.25,0.25,0.25,0.25
sample_1296,0.25,0.25,0.25,0.25
sample_1297,0.25,0.25,0.25,0.25
sample_1298,0.25,0.25,0.25,0.25
sample_1299,0.25,0.25,0.25,0.25
sample_1300,0.25,0.25,0.25,0.25
sample_1301,0.25,0.25,0.25,0.25
sample_1302,0.25,0.25,0.25,0.25
sample_1303,0.25,0.25,0.25,0.25
sample_1304,0.25,0.25,0.25,0.25
sample_1305,0.25,0.25,0.25,0.25
sample_1306,0.25,0.25,0.25,0.25
sample_1307,0.25,0.25,0.25,0.25
sample_1308,0.25,0.25,0.25,0.25
sample_1309,0.25,0.25,0.25,0.25
sample_1310,0.25,0.25,0.25,0.25
sample_1311,0.25,0.25,0.25,0.25
sample_1312,0.25,0.25,0.25,0.25
sample_1313,0.25,0.25,0.25,0.25
sample_1314,0.25,0.25,0.25,0.25
sample_1315,0.25,0.25,0.25,0.25
