LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold,SalePrice
51,8480,0,0,1,0,0,6,5,1,1,9,1959,1650,4,1,0,0,0,0,1,1178,0,2009,123173.728452594
60,10005,1,0,0,0,0,10,5,1,0,6,1954,880,4,1,0,0,0,0,1,1478,0,2008,220947.266760821
24,9248,1,0,0,0,0,5,7,1,0,8,1995,728,1,1,0,0,0,0,1,1252,0,2007,169035.096612137
69.7719596646823,8546,0,0,1,0,0,5,5,1,0,5,2007,0,2,1,0,0,0,0,1,1679,0,2010,155208.26220891
88,8500,1,0,0,0,0,6,6,1,0,7,2001,728,3,1,0,0,0,0,1,2172,0,2006,162092.845202626
69.7719596646823,12030,0,0,0,1,0,8,5,1,0,6,1970,979,3,1,0,0,0,0,1,1768,0,2007,159423.044451957
69.7719596646823,7677,1,0,0,0,0,3,7,1,1,5,2009,672,2,1,0,0,0,0,1,2462,0,2010,156954.125944596
34,8750,0,0,1,0,0,8,5,1,0,4,1956,784,3,1,0,0,0,0,1,1150,0,2009,146229.743978455
62,9042,0,0,0,0,1,9,7,2,1,8,2004,1249,1,1,0,0,0,0,1,1180,0,2006,231910.773940803
74,8640,0,0,0,1,0,8,9,1,1,5,1924,585,4,1,0,0,0,1,0,1644,0,2006,196302.608332341
58,8500,1,0,0,0,0,8,5,3,0,8,2003,1494,2,1,0,0,0,0,1,1707,0,2010,257366.957798139
122,7920,0,0,0,0,1,8,6,1,0,4,2004,1107,3,1,0,0,0,0,1,1496,0,2008,203052.941412898
110,11050,0,0,0,0,1,8,5,2,1,7,1925,1602,4,1,0,0,0,0,1,1126,0,2007,208944.518295003
69.7719596646823,6000,1,0,0,0,0,8,5,2,0,4,1910,768,4,1,0,0,0,1,0,2727,0,2007,245442.864419824
78,8816,1,0,0,0,0,5,6,2,0,8,1997,0,1,1,0,0,0,0,1,1593,0,2006,164910.443318647
24,8100,0,0,1,0,0,5,5,1,0,6,2006,1440,3,1,0,0,0,0,1,1232,0,2010,157304.802929826
52,9531,1,0,0,0,0,6,5,1,1,7,1986,264,2,1,0,0,0,0,1,1458,0,2010,136123.786148835
78,6563,1,0,0,0,0,4,5,2,0,11,2004,1164,3,1,0,0,0,0,1,1340,0,2007,162431.188283145
78,1936,1,0,0,0,0,7,7,2,1,7,1922,770,3,1,0,0,0,0,1,1935,0,2010,178242.924985414
50,11952,1,0,0,0,0,5,5,2,1,5,1921,2109,3,1,0,0,0,0,1,2240,0,2010,209570.800477295
78,7388,1,0,0,0,0,6,7,2,1,6,1981,796,3,1,0,0,0,0,1,1720,0,2006,163711.302570607
60,7446,1,0,0,0,0,5,5,2,1,6,1908,1030,3,1,0,0,0,0,1,2057,0,2009,155334.657426432
107,12508,1,0,0,0,0,6,5,2,1,5,1976,1684,3,1,0,0,0,0,1,1856,0,2010,203196.551549853
73,5395,0,0,1,0,0,5,5,1,0,6,1972,1028,3,1,0,0,0,0,1,1092,0,2008,115280.233769151
70,9000,1,0,0,0,0,5,5,2,1,7,1978,1394,2,1,0,0,0,0,1,1196,0,2010,172620.573564464
21,9098,1,0,0,0,0,5,7,2,1,6,1954,1344,3,1,0,0,0,0,1,951,0,2008,150385.90943358
49,7207,0,0,1,0,0,6,5,2,1,5,2007,1088,3,1,0,0,0,0,1,1978,0,2010,207787.394894255
72,9900,1,0,0,0,0,5,6,2,1,9,1972,637,2,1,0,0,0,0,1,2715,0,2009,167503.363493833
75,11900,1,0,0,0,0,5,3,1,0,4,1998,1187,2,1,0,0,0,0,1,901,0,2007,137677.640847408
54,8760,1,0,0,0,0,5,6,1,1,6,1977,1559,3,1,0,0,0,0,1,747,0,2008,151276.614810888
60,9991,1,0,0,0,0,8,5,2,1,4,1961,1494,3,1,0,0,0,0,1,1308,0,2006,226582.489563638
102,12144,1,0,0,0,0,7,9,2,0,6,2004,2392,3,1,0,0,0,0,1,1412,0,2010,242788.482297218
21,8795,1,0,0,0,0,6,9,2,0,10,1937,864,3,1,0,0,0,0,1,1479,0,2008,158187.342648452
60,21872,1,0,0,0,0,7,5,1,0,6,1977,1370,4,1,0,0,0,0,1,912,0,2006,179661.350633169
69.7719596646823,10200,1,0,0,0,0,5,6,1,0,7,2000,1868,3,1,0,0,0,0,1,864,0,2010,174871.758999314
121,12243,0,0,0,0,1,7,5,2,1,6,1949,720,2,0,1,0,0,0,1,1387,0,2006,155860.009014724
57,12493,1,0,0,0,0,8,3,1,0,8,2003,1026,2,1,0,0,0,0,1,1358,0,2010,200812.54716322
34,10800,1,0,0,0,0,5,5,2,0,3,2001,1310,3,1,0,0,0,0,1,1935,0,2007,229244.554909048
69.7719596646823,7390,0,1,0,0,0,8,7,3,0,6,2004,868,4,1,0,0,0,0,1,2207,0,2008,243840.115796836
95,7200,0,0,1,0,0,5,6,1,0,7,2004,750,3,1,0,0,0,0,1,4676,0,2007,234398.389683583
60,7252,1,0,0,0,0,7,8,2,0,7,1978,1559,3,1,0,0,0,0,1,1661,0,2010,179364.570633432
65,12090,1,0,0,0,0,5,5,1,1,6,2003,1478,3,1,0,0,0,0,1,1482,0,2008,190894.760016708
80,6270,1,0,0,0,0,7,6,2,0,5,1995,747,3,1,0,0,0,0,1,970,0,2007,173066.449602377
24,10667,1,0,0,0,0,7,7,1,1,7,1960,644,3,1,0,0,0,0,1,1548,0,2007,150377.832360585
60,7018,1,0,0,0,0,4,8,2,1,5,1998,1065,3,1,0,0,0,0,1,1077,0,2010,124103.066673245
72,9303,1,0,0,0,0,9,5,1,0,5,1973,1190,3,1,0,0,0,0,1,1028,0,2006,233336.793984281
65,6000,0,0,0,0,1,5,6,1,0,5,1977,928,2,1,0,0,0,0,1,1389,0,2009,130511.442322916
76,8121,1,0,0,0,0,5,5,1,0,3,1982,1419,4,1,0,0,0,0,1,1962,0,2007,140401.813261023
75,15576,1,0,0,0,0,5,3,2,1,6,1910,0,4,1,0,0,0,0,1,1118,0,2008,77472.8335186983
85,10452,1,0,0,0,0,7,5,2,1,7,1972,755,3,1,0,0,0,0,1,1234,0,2006,155626.069727102
107,5400,1,0,0,0,0,9,5,2,1,5,1961,768,3,1,0,0,0,0,1,1478,0,2006,195874.222376934
90,10728,0,0,1,0,0,7,5,1,0,5,1986,536,3,1,0,0,0,0,1,2296,0,2010,170860.664104422
94,14859,1,0,0,0,0,8,6,1,0,7,1973,1240,2,1,0,0,0,0,1,1252,0,2006,190951.727213141
21,10267,1,0,0,0,0,6,5,2,1,6,1963,672,3,1,0,0,0,0,1,1252,0,2007,152977.583695859
68,5395,1,0,0,0,0,6,5,2,0,5,1953,938,3,1,0,0,0,0,1,968,0,2009,116500.419814313
85,18386,1,0,0,0,0,10,5,2,1,6,1971,996,3,1,0,0,0,0,1,1734,0,2008,224253.920646753
65,9945,1,0,0,0,0,7,3,2,1,5,1921,1136,2,1,0,0,0,0,1,1700,0,2006,152088.710617409
70,5586,1,0,0,0,0,6,5,2,0,4,2001,384,3,1,0,0,0,1,0,1473,0,2008,120852.195014248
24,9900,1,0,0,0,0,5,5,1,0,9,1956,2223,3,1,0,0,0,0,1,1767,0,2006,162079.819244647
69.7719596646823,14154,1,0,0,0,0,5,5,1,0,5,1966,861,8,0,0,1,0,0,1,894,0,2010,92631.1528017122
80,6000,1,0,0,0,0,5,5,1,1,10,2008,684,3,1,0,0,0,0,1,1792,0,2006,161503.558475886
69.7719596646823,8199,1,0,0,0,0,6,8,1,0,5,1993,861,2,1,0,0,0,0,1,2019,0,2008,218031.256402276
74,2522,1,0,0,0,0,6,5,2,0,8,1958,1340,1,1,0,0,0,0,1,1337,0,2007,188819.011077307
80,10400,1,0,0,0,0,6,5,1,0,6,2006,793,4,1,0,0,0,0,1,1040,0,2006,122300.372439418
80,9742,1,0,0,0,0,6,6,1,1,9,2003,1709,3,1,0,0,0,0,1,981,0,2008,173481.4537037
69.7719596646823,3182,1,0,0,0,0,9,7,1,1,7,2005,1092,3,1,0,0,0,0,1,1004,0,2008,180903.914330923
69.7719596646823,3230,1,0,0,0,0,7,9,2,0,7,1915,697,3,1,0,0,0,0,1,1102,0,2009,133062.506330121
71,11846,1,0,0,0,0,5,5,2,0,5,2006,1117,3,1,0,0,0,0,1,2403,0,2009,214400.780841465
55,9675,0,0,0,0,1,5,5,2,1,7,1953,1650,2,1,0,0,0,0,1,1647,0,2010,139873.038616575
100,9056,1,0,0,0,0,5,5,2,1,6,2006,707,3,1,0,0,0,0,1,1113,0,2007,133367.569045989
92,9490,1,0,0,0,0,7,5,2,0,7,2006,2000,2,1,0,0,0,0,1,928,0,2007,206180.121224665
60,11075,1,0,0,0,0,7,5,2,0,7,1926,880,3,1,0,0,0,0,1,2028,0,2008,228361.63839168
105,9360,1,0,0,0,0,5,5,3,1,6,2003,1442,3,1,0,0,0,0,1,1478,0,2010,190460.367851999
60,13125,1,0,0,0,0,9,5,3,1,9,1925,816,2,1,0,0,0,0,1,1047,0,2010,223865.55710278
75,8480,1,0,0,0,0,4,5,1,0,5,1955,1362,3,1,0,0,0,1,0,1094,0,2009,134215.300163062
98,1300,1,0,0,0,0,7,5,2,0,5,1953,764,2,1,0,0,0,0,1,1092,0,2008,194130.330012519
66,9100,1,0,0,0,0,7,6,1,0,6,1969,483,5,1,0,0,0,0,1,2198,0,2008,174426.14988544
53,11924,0,0,0,0,1,7,5,2,0,8,2005,1234,2,1,0,0,0,0,1,1285,0,2008,185792.662319364
86,5586,1,0,0,0,0,6,8,2,1,4,1961,1580,4,1,0,0,0,0,1,1003,0,2009,145788.166363199
60,11210,1,0,0,0,0,6,5,1,1,6,1986,1360,3,1,0,0,0,0,1,907,0,2007,196412.504535283
60,7000,0,0,0,0,1,7,5,2,0,5,2004,1017,2,1,0,0,0,0,1,900,0,2008,138939.195991276
69.7719596646823,14000,0,0,0,0,1,4,5,1,0,6,2007,1114,2,1,0,0,0,1,0,3395,0,2007,182117.949992932
58,13286,1,0,0,0,0,9,5,1,0,4,1975,741,2,1,0,0,0,0,1,2000,0,2009,253337.919634501
47,5600,1,0,0,0,0,5,7,1,0,6,1963,1080,2,1,0,0,0,0,1,2223,0,2007,187711.736258639
78,8750,1,0,0,0,0,7,5,1,0,10,1910,384,3,1,0,0,0,0,1,1458,0,2009,94456.360844175
79,9200,1,0,0,0,0,6,5,2,0,4,2000,506,3,1,0,0,0,0,1,1344,0,2008,170439.044843754
69.7719596646823,9000,1,0,0,0,0,4,4,1,1,5,1977,1004,3,1,0,0,0,0,1,813,0,2006,87250.2629693673
80,8899,1,0,0,0,0,7,5,1,0,4,1927,1273,5,1,0,0,0,0,1,1750,0,2007,139141.116169912
80,7588,1,0,0,0,0,8,5,2,0,7,1936,1008,3,1,0,0,0,0,1,1116,0,2008,179140.481489245
42,13560,1,0,0,0,0,5,6,3,0,5,2001,864,2,1,0,0,0,0,1,1484,0,2008,203966.543481996
69,9591,1,0,0,0,0,5,5,1,0,6,1968,907,2,1,0,0,0,0,1,1680,0,2008,133892.932942277
67,8487,1,0,0,0,0,4,5,1,1,5,1962,1160,3,1,0,0,0,0,1,2822,0,2009,162134.794399531
82,8967,0,0,0,0,1,10,5,2,0,3,2006,784,3,1,0,0,0,0,1,1040,0,2006,193237.337958717
72,4923,1,0,0,0,0,6,5,2,0,7,1964,1001,4,1,0,0,0,0,1,2715,0,2010,154607.655674834
70,9550,1,0,0,0,0,7,5,1,1,6,1940,807,3,1,0,0,0,0,1,1689,0,2010,170734.048215908
69.7719596646823,9450,1,0,0,0,0,7,5,2,1,5,1979,849,3,1,0,0,0,0,1,864,0,2010,89552.3724124075
24,13695,1,0,0,0,0,5,5,2,0,7,2008,741,3,1,0,0,0,0,1,1412,0,2008,132555.533458152
78,6130,1,0,0,0,0,6,5,1,0,7,2003,996,3,1,0,0,0,0,1,1324,0,2007,189349.519053334
69.7719596646823,5000,1,0,0,0,0,6,5,1,1,6,2009,616,3,1,0,0,0,1,0,924,0,2007,134328.90728446
85,11426,1,0,0,0,0,8,7,1,1,5,1890,1314,3,1,0,0,0,0,1,1324,0,2008,186100.351405218
60,10335,1,0,0,0,0,4,5,2,0,4,1936,1310,3,1,0,0,0,0,1,1004,0,2009,117572.858769353
69.7719596646823,10625,1,0,0,0,0,6,7,2,1,5,2007,1040,3,1,0,0,0,0,1,1626,0,2006,219698.790229482
72,7390,1,0,0,0,0,7,5,2,1,7,1952,1214,4,0,1,0,0,0,1,938,0,2009,141516.257173614
88,12327,1,0,0,0,0,6,5,1,0,7,1958,816,3,1,0,0,0,0,1,1554,0,2008,194652.538491964
120,10769,1,0,0,0,0,5,5,2,1,7,1993,1268,2,1,0,0,0,0,1,4316,0,2009,290308.971689815
65,4130,1,0,0,0,0,6,5,3,0,6,2003,938,3,1,0,0,0,0,1,1072,0,2009,150553.679754119
78,14601,1,0,0,0,0,7,6,2,0,10,1999,783,2,1,0,0,0,0,1,990,0,2007,157053.953294535
73,14803,0,1,0,0,0,7,5,2,1,5,1912,1375,3,1,0,0,0,0,1,2217,0,2009,218986.329539433
60,7820,1,0,0,0,0,6,5,1,1,8,2001,736,3,1,0,0,0,0,1,1434,0,2010,217093.121490559
60,8250,0,0,1,0,0,6,6,1,0,7,1912,2000,3,1,0,0,0,0,1,1389,0,2006,145694.374561969
86,6858,0,0,0,0,1,6,5,2,0,10,1880,1588,3,1,0,0,0,0,1,752,0,2008,144944.339390236
30,13000,1,0,0,0,0,7,5,1,0,7,1946,728,3,1,0,0,0,0,1,1905,0,2007,149888.816949152
69.7719596646823,4426,1,0,0,0,0,6,6,1,0,4,1936,1375,3,1,0,0,0,0,1,1097,0,2007,137272.677273427
69,12735,1,0,0,0,0,7,5,2,1,10,1987,864,2,1,0,0,0,0,1,1489,0,2008,158994.591660263
110,17600,1,0,0,0,0,6,5,1,0,3,2006,1095,3,1,0,0,0,0,1,860,0,2009,169725.6078037
69.7719596646823,8281,0,0,0,1,0,5,5,2,1,6,2004,941,2,1,0,0,0,0,1,1163,0,2009,145655.086410477
69.7719596646823,1491,1,0,0,0,0,1,5,1,1,6,1977,1107,3,1,0,0,0,0,1,2640,0,2008,146681.29351955
70,16770,0,0,0,0,1,4,5,1,1,5,1912,1187,3,1,0,0,0,0,1,1679,0,2008,172289.737251346
66,8199,1,0,0,0,0,6,5,1,0,6,1984,1392,3,1,0,0,0,0,1,1040,0,2007,136785.792523687
105,12342,1,0,0,0,0,5,8,2,1,8,1970,1437,2,1,0,0,0,0,1,1733,0,2009,189156.990368156
88,10800,0,0,0,1,0,7,5,1,1,9,1915,1367,3,1,0,0,0,0,1,2504,0,2006,226609.593798844
69.7719596646823,21535,0,0,0,0,1,7,5,1,0,6,1920,1003,3,1,0,0,0,0,1,1502,0,2010,135734.302414982
75,6762,0,0,0,1,0,6,6,2,1,6,1994,1650,4,1,0,0,0,0,1,864,0,2008,214361.184016361
32,9084,1,0,0,0,0,7,7,3,1,5,2005,970,2,1,0,0,0,0,1,869,0,2009,200336.062348757
75,8750,1,0,0,0,0,5,4,2,0,8,1929,600,2,1,0,0,0,0,1,2402,0,2008,161796.998069636
21,13891,1,0,0,0,0,4,5,2,1,7,1988,680,3,1,0,0,0,0,1,864,0,2006,131763.280306627
69.7719596646823,8849,1,0,0,0,0,6,6,3,0,7,1948,848,5,1,0,0,0,0,1,1053,0,2009,118085.748900187
65,15593,1,0,0,0,0,5,5,1,0,4,2009,1394,4,1,0,0,0,0,1,1301,0,2008,126030.245168278
21,7150,1,0,0,0,0,5,8,1,0,7,2004,1935,4,1,0,0,0,1,0,1113,0,2007,176948.312789755
76,12464,1,0,0,0,0,8,5,2,1,6,1916,3138,3,1,0,0,0,0,1,1216,0,2006,240334.304647406
60,7064,1,0,0,0,0,5,5,2,1,6,1900,1414,3,1,0,0,0,1,0,2285,0,2006,120842.48854755
49,8250,1,0,0,0,0,5,5,2,0,6,2007,1673,3,1,0,0,0,1,0,899,0,2006,167844.392512316
78,12822,1,0,0,0,0,6,5,1,0,8,2006,970,2,1,0,0,0,0,1,1252,0,2009,158278.617390131
30,7136,1,0,0,0,0,6,5,1,0,11,1920,1057,2,1,0,0,0,0,1,1922,0,2010,148318.278427369
80,11475,1,0,0,0,0,7,5,3,0,9,2000,1272,2,1,0,0,0,1,0,1718,0,2007,229334.969048942
88,5925,0,0,0,1,0,7,5,1,1,6,1997,940,2,1,0,0,0,0,1,789,0,2009,136406.97223978
64,9018,1,0,0,0,0,8,5,1,0,7,1938,1614,3,1,0,0,0,0,1,1971,0,2008,251282.982380204
174,5500,1,0,0,0,0,7,5,1,1,6,2006,768,2,1,0,0,0,0,1,1717,0,2007,213426.37472819
60,9017,1,0,0,0,0,5,5,1,1,5,1940,1013,3,1,0,0,0,0,1,2224,0,2009,116665.114097489
57,6960,1,0,0,0,0,8,6,2,1,10,2005,1461,4,1,0,0,0,0,1,2207,0,2010,336861.079645663
65,11443,1,0,0,0,0,5,5,1,0,8,1925,1145,1,1,0,0,0,0,1,1792,0,2010,140328.582504539
85,8925,1,0,0,0,0,8,5,2,0,6,2006,910,3,1,0,0,0,0,1,2259,0,2007,285845.57992041
69.7719596646823,11414,1,0,0,0,0,8,5,1,0,6,2005,1844,3,1,0,0,0,0,1,1716,0,2007,267216.183014404
78,14536,1,0,0,0,0,5,5,2,0,9,1954,864,3,1,0,0,0,0,1,1484,0,2006,166312.563311111
69.7719596646823,7892,1,0,0,0,0,5,7,1,0,8,2004,853,3,1,0,0,0,0,1,938,0,2008,108962.145460781
78,14803,1,0,0,0,0,5,4,1,1,6,1931,1484,3,1,0,0,0,0,1,1640,0,2008,146935.126497106
86,14175,1,0,0,0,0,6,5,2,0,4,1923,1164,3,1,0,0,0,0,1,864,0,2009,110922.061274129
98,7596,1,0,0,0,0,5,5,1,1,8,1958,1440,3,1,0,0,0,0,1,1724,0,2006,179592.009377576
48,9600,0,0,0,0,1,8,6,3,1,7,1965,1595,2,1,0,0,0,0,1,1062,0,2009,222644.867801986
55,3230,1,0,0,0,0,5,5,1,0,8,1898,625,3,0,1,0,0,0,1,2034,0,2006,101879.905622015
50,1680,1,0,0,0,0,6,7,2,1,7,2001,744,2,1,0,0,0,0,1,1720,0,2007,165552.551255507
51,8892,1,0,0,0,0,8,6,2,0,6,1987,1107,3,1,0,0,0,0,1,864,0,2009,169887.073991765
40,16033,1,0,0,0,0,5,5,2,0,6,1910,672,2,1,0,0,0,0,1,1894,0,2006,146693.804161376
52,1300,1,0,0,0,0,7,5,1,0,7,1958,975,3,1,0,0,0,0,1,1382,0,2007,165923.488651168
79,12150,1,0,0,0,0,6,5,2,1,9,1941,1520,3,1,0,0,0,0,1,1077,0,2006,159931.516625371
69.7719596646823,7438,1,0,0,0,0,7,5,2,1,9,2007,948,3,1,0,0,0,0,1,1595,0,2007,182849.640840859
84,9317,1,0,0,0,0,6,4,2,0,4,1988,702,3,1,0,0,0,0,1,1004,0,2008,119759.984143942
60,9101,1,0,0,0,0,7,5,2,0,8,2008,896,3,1,0,0,0,0,1,1040,0,2009,142289.973041985
55,13518,1,0,0,0,0,6,5,1,0,6,2009,654,3,1,0,0,0,0,1,1629,0,2006,173166.10032657
80,12640,1,0,0,0,0,4,5,2,0,9,1998,896,3,1,0,0,0,0,1,1200,0,2006,122226.470845651
69.7719596646823,6130,1,0,0,0,0,5,6,2,0,4,1960,784,2,1,0,0,0,0,1,1419,0,2006,134958.276254409
65,10000,1,0,0,0,0,4,5,2,0,8,1993,780,3,1,0,0,0,0,1,520,0,2007,91059.5457945317
60,10656,0,0,0,0,1,7,5,1,1,7,1910,1127,1,1,0,0,0,1,0,1098,0,2008,125327.969779797
75,8400,1,0,0,0,0,6,5,1,1,7,1970,1104,3,1,0,0,0,0,1,1582,0,2009,150345.304522653
92,17043,1,0,0,0,0,5,7,2,0,4,1953,1113,2,1,0,0,0,0,1,1560,0,2009,192778.587083319
69.7719596646823,159000,1,0,0,0,0,2,4,1,1,7,1978,728,3,1,0,0,0,0,1,2084,0,2009,183483.318123702
69.7719596646823,7943,1,0,0,0,0,5,5,2,2,4,1972,617,3,1,0,0,0,0,1,1056,0,2007,88393.2243942368
90,16059,1,0,0,0,0,7,5,2,0,7,2005,784,3,1,0,0,0,0,1,1426,0,2006,205104.758342377
36,8125,1,0,0,0,0,4,7,2,0,5,1977,1670,3,1,0,0,0,0,1,1494,0,2006,179945.114352056
69.7719596646823,10289,1,0,0,0,0,6,6,2,0,10,1966,980,2,1,0,0,0,0,1,616,0,2007,122488.588746822
69.7719596646823,17920,1,0,0,0,0,7,5,2,0,7,1936,1302,3,1,0,0,0,0,1,2380,0,2009,238965.974371613
75,8536,1,0,0,0,0,4,4,2,0,6,1994,264,3,1,0,0,0,0,1,1342,0,2007,130224.587355453
69.7719596646823,7800,1,0,0,0,0,6,6,2,0,10,2006,780,2,1,0,0,0,0,1,1294,0,2008,213399.012670016
98,6292,1,0,0,0,0,5,5,2,1,6,2004,0,4,1,0,0,0,0,1,1125,0,2009,135191.461375679
73,9600,1,0,0,0,0,7,6,2,0,8,2006,1002,3,1,0,0,0,0,1,2000,0,2010,246356.895631745
82,5604,1,0,0,0,0,4,5,3,1,5,1973,1728,4,1,0,0,0,0,1,1796,0,2008,164453.54042647
97,10637,0,0,0,1,0,6,5,2,1,6,1961,996,2,1,0,0,0,0,1,882,0,2010,140451.403885757
70,14145,1,0,0,0,0,7,5,1,0,7,1925,1698,2,1,0,0,0,0,1,1358,0,2007,190216.371243753
65,9250,1,0,0,0,0,6,5,2,1,7,2007,980,2,1,0,0,0,0,1,1054,0,2007,170329.682622743
69,10637,1,0,0,0,0,8,5,1,0,5,1957,506,2,1,0,0,0,0,1,1316,0,2008,145827.926119134
86,9900,1,0,0,0,0,6,8,1,1,8,2006,1143,2,1,0,0,0,0,1,1200,0,2007,183348.377747077
65,10206,1,0,0,0,0,7,6,1,0,7,1994,740,2,1,0,0,0,0,1,2646,0,2006,224620.905663936
75,8973,1,0,0,0,0,5,7,2,0,5,1954,1478,3,1,0,0,0,0,1,1939,0,2006,196773.374983401
41,10628,1,0,0,0,0,5,5,2,0,5,2001,1436,3,1,0,0,0,0,1,630,0,2008,157367.885435805
74,6762,1,0,0,0,0,7,6,2,1,3,2000,768,1,0,1,0,0,0,1,943,0,2008,146750.117073776
21,9505,1,0,0,0,0,5,3,2,0,7,1999,936,3,1,0,0,0,0,1,2402,0,2009,150448.127765594
60,9200,1,0,0,0,0,7,8,1,0,7,1978,1452,3,1,0,0,0,0,1,2872,0,2008,205798.44380239
60,8430,0,0,0,1,0,4,6,1,1,5,1973,546,2,1,0,0,0,0,1,1692,0,2006,116765.507489796
69.7719596646823,11428,1,0,0,0,0,6,6,1,1,5,1955,1868,4,1,0,0,0,1,0,1572,0,2010,168976.077180552
98,14762,0,0,0,0,1,8,6,2,0,6,1956,804,2,1,0,0,0,0,1,1501,0,2010,200861.424079183
69.7719596646823,5820,1,0,0,0,0,7,5,2,0,4,1955,616,2,1,0,0,0,0,1,858,0,2008,119460.578986427
50,9830,0,0,1,0,0,8,6,2,0,6,1945,768,2,1,0,0,0,1,0,1761,0,2007,211891.393109593
60,8892,1,0,0,0,0,4,5,2,1,6,1990,1060,3,1,0,0,0,0,1,1317,0,2008,163678.037578926
78,9900,1,0,0,0,0,7,5,1,0,7,1964,2121,2,1,0,0,0,0,1,1048,0,2010,187468.916923665
103,9591,1,0,0,0,0,5,5,1,1,14,1960,1484,3,0,0,1,0,0,1,1327,0,2008,159000.47887143
69.7719596646823,9020,1,0,0,0,0,5,5,1,1,6,1920,856,3,1,0,0,0,0,1,2365,0,2010,138095.282421908
61,3182,1,0,0,0,0,6,6,1,0,4,2006,1670,3,1,0,0,0,0,1,900,0,2009,197814.902931549
60,2117,1,0,0,0,0,3,5,2,2,7,1970,1260,2,1,0,0,0,0,1,1640,0,2008,176508.791473599
85,9286,1,0,0,0,0,4,5,2,0,8,1906,1383,3,1,0,0,0,0,1,1572,0,2006,140754.123755332
68,6380,1,0,0,0,0,4,7,1,1,6,1910,0,2,1,0,0,0,0,1,1720,0,2008,131338.659436763
80,11924,1,0,0,0,0,7,5,1,0,6,2000,1040,4,1,0,0,0,0,1,1098,0,2010,153918.168701691
61,10859,1,0,0,0,0,7,6,2,1,6,1957,953,1,1,0,0,0,0,1,2192,0,2007,225088.700119561
70,13891,1,0,0,0,0,7,5,1,0,5,1882,1814,2,1,0,0,0,0,1,1026,0,2009,181515.910410819
50,9590,1,0,0,0,0,5,5,2,0,8,1971,1926,3,1,0,0,0,0,1,1121,0,2009,155484.772858738
86,5330,1,0,0,0,0,5,5,2,0,5,1960,1138,3,1,0,0,0,0,1,1441,0,2009,130797.23885556
34,9947,1,0,0,0,0,7,6,1,1,5,1982,483,3,1,0,0,0,0,1,1453,0,2006,151221.503223106
21,13101,1,0,0,0,0,7,5,2,0,8,1988,600,3,1,0,0,0,0,1,1564,0,2009,167993.139326984
60,11717,1,0,0,0,0,5,5,1,1,8,2008,0,3,1,0,0,0,0,1,1694,0,2009,168865.150159085
45,10041,1,0,0,0,0,5,5,1,0,5,1967,940,3,1,0,0,0,0,1,694,0,2008,84802.2847362913
69.7719596646823,19296,1,0,0,0,0,5,7,2,0,6,1985,1086,3,1,0,0,0,0,1,1855,0,2006,225522.567962063
60,8640,1,0,0,0,0,8,6,2,0,5,1945,780,3,1,0,0,0,0,1,2134,0,2006,285739.568255865
69.7719596646823,8765,1,0,0,0,0,4,5,1,0,6,1988,926,3,1,0,0,0,0,1,1716,0,2009,168615.731435453
69.7719596646823,10335,0,0,0,0,1,8,5,1,0,7,1962,780,2,1,0,0,0,0,1,987,0,2010,175840.699074082
69.7719596646823,9200,1,0,0,0,0,6,5,1,0,8,1971,1337,3,1,0,0,0,0,1,996,0,2009,143859.004808217
55,7540,1,0,0,0,0,6,5,1,1,5,2004,728,2,1,0,0,0,0,1,1362,0,2010,145249.964616198
69.7719596646823,11120,1,0,0,0,0,6,5,1,1,8,1984,816,2,1,0,0,0,0,1,1365,0,2008,206498.339471062
34,3010,1,0,0,0,0,7,5,2,0,5,1970,924,4,1,0,0,0,0,1,1350,0,2008,154626.153571733
69.7719596646823,7879,1,0,0,0,0,7,5,1,1,6,2001,860,3,1,0,0,0,0,1,1576,0,2008,259207.495238552
69,14191,1,0,0,0,0,8,6,2,0,6,2003,1593,2,1,0,0,0,0,1,1726,0,2006,283602.737282788
34,8475,1,0,0,0,0,4,5,2,0,10,1893,1362,3,1,0,0,0,0,1,1086,0,2009,94996.3852939039
80,17104,0,0,0,0,1,5,5,0,1,8,1945,804,3,1,0,0,0,0,1,630,0,2007,113401.090966595
69.7719596646823,9600,0,0,1,0,0,8,5,1,0,8,1954,1700,2,1,0,0,0,0,1,1316,0,2006,229029.535051686
80,13710,1,0,0,0,0,5,6,2,1,5,1995,948,3,1,0,0,0,0,1,1056,0,2010,118309.988486213
80,13695,1,0,0,0,0,7,5,1,0,7,2000,1253,3,1,0,0,0,0,1,1502,0,2008,191818.916198381
90,7800,1,0,0,0,0,8,7,1,1,5,2004,530,3,1,0,0,0,1,0,1716,0,2008,181373.881631833
88,3675,1,0,0,0,0,5,5,1,1,5,1998,784,3,1,0,0,0,0,1,1526,0,2007,142978.969763245
50,5790,1,0,0,0,0,5,5,2,0,4,2006,546,4,1,0,0,0,0,1,1387,0,2009,142244.140939789
21,8012,1,0,0,0,0,5,5,2,0,6,1969,720,4,1,0,0,0,0,1,1935,0,2007,135758.100630514
